permiso,razon_social,categoria,lat,lng,coordenadas,precio_mediano
PL/425/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.7197,-100.359,"25.7197,-100.359",23.99
PL/426/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.60693,-100.2683,"25.60693,-100.2683",23.99
PL/427/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.67366,-100.3682,"25.67366,-100.3682",23.99
PL/428/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.75267,-100.1985,"25.75267,-100.1985",23.99
PL/432/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.68003,-100.2656,"25.68003,-100.2656",23.99
PL/433/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.71057,-100.2634,"25.71057,-100.2634",23.99
PL/437/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.62543,-100.1731,"25.62543,-100.1731",23.99
PL/439/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.77202,-100.2918,"25.77202,-100.2918",23.99
PL/441/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.70874,-100.2766,"25.70874,-100.2766",23.99
PL/444/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.66751,-100.3207,"25.66751,-100.3207",23.99
PL/447/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.67901,-100.4386,"25.67901,-100.4386",23.99
PL/448/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.81873,-100.2944,"25.81873,-100.2944",23.99
PL/450/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.78579,-100.1586,"25.78579,-100.1586",23.99
PL/451/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.73641,-100.2083,"25.73641,-100.2083",23.99
PL/455/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.68477,-100.4806,"25.68477,-100.4806",23.99
PL/458/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax cara,25.70878,-100.1629,"25.70878,-100.1629",24.24
PL/461/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.69495,-100.1733,"25.69495,-100.1733",23.99
PL/462/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.73667,-100.2444,"25.73667,-100.2444",
PL/463/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.65684,-100.1361,"25.65684,-100.1361",23.99
PL/466/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.73397,-100.174,"25.73397,-100.174",23.99
PL/469/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.76333,-100.4128,"25.76333,-100.4128",23.99
PL/473/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.67491,-100.4262,"25.67491,-100.4262",23.99
PL/474/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.66857,-100.1769,"25.66857,-100.1769",23.99
PL/481/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.69438,-100.1764,"25.69438,-100.1764",23.99
PL/486/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax cara,25.69145,-100.1952,"25.69145,-100.1952",24.34
PL/487/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.85541,-100.24,"25.85541,-100.24",23.99
PL/489/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.7805,-100.1759,"25.7805,-100.1759",23.99
PL/492/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax cara,25.71746,-100.1685,"25.71746,-100.1685",24.14
PL/494/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.71853,-100.2887,"25.71853,-100.2887",23.99
PL/513/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.82599,-100.2875,"25.82599,-100.2875",23.99
PL/514/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.67927,-100.4822,"25.67927,-100.4822",23.99
PL/515/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.73066,-100.1625,"25.73066,-100.1625",23.99
PL/516/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.68592,-100.4652,"25.68592,-100.4652",23.99
PL/517/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.64484,-100.1696,"25.64484,-100.1696",23.99
PL/520/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.66576,-100.2664,"25.66576,-100.2664",23.99
PL/521/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.71221,-100.2606,"25.71221,-100.2606",23.99
PL/523/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.77217,-100.3883,"25.77217,-100.3883",23.99
PL/526/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.76571,-100.2573,"25.76571,-100.2573",23.99
PL/538/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax cara,25.66026,-100.1466,"25.66026,-100.1466",24.189999999999998
PL/540/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.76277,-100.4024,"25.76277,-100.4024",22.99
PL/541/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.71714,-100.2357,"25.71714,-100.2357",23.99
PL/544/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.66981,-100.3696,"25.66981,-100.3696",23.99
PL/547/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.77943,-100.318,"25.77943,-100.318",23.99
PL/551/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.75716,-100.2869,"25.75716,-100.2869",23.99
PL/555/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.79039,-100.261,"25.79039,-100.261",23.99
PL/558/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.6788,-100.2365,"25.6788,-100.2365",23.99
PL/560/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.67,-100.4021,"25.67,-100.4021",23.99
PL/561/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.65562,-100.184,"25.65562,-100.184",23.99
PL/562/EXP/ES/2015,Yligarza S.A. de C.V.,Resto mercado,25.73174,-100.2726,"25.73174,-100.2726",23.99
PL/563/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.71573,-100.2403,"25.71573,-100.2403",23.99
PL/564/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.71314,-100.3628,"25.71314,-100.3628",23.99
PL/566/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.72574,-100.3175,"25.72574,-100.3175",23.99
PL/567/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.72883,-100.2535,"25.72883,-100.2535",23.99
PL/569/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.69688,-100.3575,"25.69688,-100.3575",23.99
PL/570/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.76927,-100.273,"25.76927,-100.273",23.99
PL/571/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.72328,-100.1915,"25.72328,-100.1915",23.99
PL/573/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.75881,-100.1725,"25.75881,-100.1725",23.99
PL/578/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.75637,-100.2961,"25.75637,-100.2961",23.99
PL/579/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.70392,-100.3196,"25.70392,-100.3196",23.99
PL/581/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.86027,-100.2367,"25.86027,-100.2367",23.99
PL/586/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.75324,-100.2974,"25.75324,-100.2974",23.99
PL/587/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.66529,-100.4599,"25.66529,-100.4599",23.99
PL/588/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.69306,-100.5097,"25.69306,-100.5097",23.99
PL/589/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.78637,-100.3206,"25.78637,-100.3206",23.99
PL/590/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.82625,-100.2963,"25.82625,-100.2963",23.99
PL/594/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax cara,25.70155,-100.1302,"25.70155,-100.1302",24.14
PL/595/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.69789,-100.4674,"25.69789,-100.4674",23.99
PL/596/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.76412,-100.243,"25.76412,-100.243",23.99
PL/597/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.78744,-100.5805,"25.78744,-100.5805",23.99
PL/599/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.73661,-100.2871,"25.73661,-100.2871",23.99
PL/600/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.73068,-100.253,"25.73068,-100.253",23.99
PL/602/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.67348,-100.3921,"25.67348,-100.3921",23.99
PL/603/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.82103,-100.264,"25.82103,-100.264",23.99
PL/606/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.76518,-100.397,"25.76518,-100.397",23.99
PL/608/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.68494,-100.2729,"25.68494,-100.2729",23.99
PL/609/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.78408,-100.2486,"25.78408,-100.2486",23.99
PL/613/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.76551,-100.2887,"25.76551,-100.2887",23.99
PL/621/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.84843,-100.245,"25.84843,-100.245",23.99
PL/624/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.76576,-100.3987,"25.76576,-100.3987",23.99
PL/1279/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.66074,-100.3989,"25.66074,-100.3989",23.99
PL/1281/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.78245,-100.5763,"25.78245,-100.5763",23.99
PL/1282/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.69165,-100.2215,"25.69165,-100.2215",23.99
PL/1284/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.79136,-100.3057,"25.79136,-100.3057",23.99
PL/1285/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.69271,-100.4569,"25.69271,-100.4569",23.99
PL/1289/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.71895,-100.2366,"25.71895,-100.2366",23.99
PL/1290/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.65398,-100.2943,"25.65398,-100.2943",23.99
PL/911/EXP/ES/2015,Servicio Ceiva S.A. de C.V.,Resto mercado,25.66477,-100.2089,"25.66477,-100.2089",23.99
PL/917/EXP/ES/2015,Servicio Miraloma S.A. de C.V,Resto mercado,25.66877,-100.2346,"25.66877,-100.2346",23.99
PL/989/EXP/ES/2015,"Solo Gas, S.A. de C.V.",Resto mercado,25.79759,-100.3387,"25.79759,-100.3387",23.96
PL/1341/EXP/ES/2015,Gonzalo Luis Gonzalez Ayala,Resto mercado,25.67504,-100.4293,"25.67504,-100.4293",
PL/1557/EXP/ES/2015,Dimafer Gasolineras S.A. de C.V-,Resto mercado,25.66969,-100.2358,"25.66969,-100.2358",23.99
PL/1595/EXP/ES/2015,"Mongas, S.A. de C.V.",Resto mercado,25.74463,-100.1612,"25.74463,-100.1612",23.99
PL/1598/EXP/ES/2015,"Mongas, S.A. de C.V.",Resto mercado,25.74097,-100.1672,"25.74097,-100.1672",23.99
PL/1635/EXP/ES/2015,Gasolinera Solidaridad S.A. de C.V.,Resto mercado,25.77544,-100.3875,"25.77544,-100.3875",23.74
PL/1636/EXP/ES/2015,"Gasolinería Solidaridad Ii, S.A. de C.V.",Resto mercado,25.77445,-100.4007,"25.77445,-100.4007",23.74
PL/1698/EXP/ES/2015,Servicio Express Aeropuerto S.A. de C.V.,Resto mercado,25.87509,-100.2277,"25.87509,-100.2277",23.99
PL/1717/EXP/ES/2015,Estacion el Sesteo S.A. de C.V.,Resto mercado,25.93134,-100.2263,"25.93134,-100.2263",23.99
PL/1840/EXP/ES/2015,Energeticos de la Laguna Sa de Cv,Resto mercado,25.796,-100.5856,"25.796,-100.5856",
PL/1917/EXP/ES/2015,"Petromax, S.A. de C.V.",Petromax precio mercado,25.60259,-99.97349,"25.60259,-99.97349",23.99
PL/1923/EXP/ES/2015,Energeticos de la Laguna Sa de Cv,Resto mercado,25.82711,-100.2873,"25.82711,-100.2873",
PL/1938/EXP/ES/2015,"Operadora Esse, S.A. de C.V.",Resto mercado,25.64234,-100.1638,"25.64234,-100.1638",23.59
PL/1953/EXP/ES/2015,Energeticos de la Laguna Sa de Cv,Resto mercado,25.76334,-100.2424,"25.76334,-100.2424",
PL/1956/EXP/ES/2015,Gasolinera Santa Anita S.A. de C.V.,Resto mercado,25.62417,-100.0649,"25.62417,-100.0649",
PL/1958/EXP/ES/2015,Energeticos de la Laguna Sa de Cv,Resto mercado,25.7585,-100.2651,"25.7585,-100.2651",
PL/1974/EXP/ES/2015,Energeticos de la Laguna Sa de Cv,Resto mercado,25.67957,-100.112,"25.67957,-100.112",
PL/2150/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.6662,-100.2675,"25.6662,-100.2675",23.99
PL/2152/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.72775,-100.3494,"25.72775,-100.3494",23.79
PL/2153/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.72265,-100.2041,"25.72265,-100.2041",23.99
PL/2156/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.71598,-100.249,"25.71598,-100.249",23.99
PL/2157/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.74164,-100.4143,"25.74164,-100.4143",23.99
PL/2185/EXP/ES/2015,Servicio Garcia Ancira S A,Resto mercado,25.80131,-100.3155,"25.80131,-100.3155",23.19
PL/2245/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.76164,-100.2941,"25.76164,-100.2941",23.99
PL/2247/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.62157,-100.2867,"25.62157,-100.2867",23.99
PL/2248/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.66944,-100.2906,"25.66944,-100.2906",23.79
PL/2249/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.68117,-100.3576,"25.68117,-100.3576",23.99
PL/2250/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.66791,-100.3451,"25.66791,-100.3451",23.89
PL/2253/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.71555,-100.2844,"25.71555,-100.2844",23.79
PL/2255/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.62888,-100.2965,"25.62888,-100.2965",23.99
PL/2257/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.62422,-100.2758,"25.62422,-100.2758",23.99
PL/2258/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.86805,-100.2312,"25.86805,-100.2312",23.99
PL/2263/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.70924,-100.1942,"25.70924,-100.1942",23.89
PL/2358/EXP/ES/2015,Servicio Garcia Ancira S A,Resto mercado,25.72698,-100.3909,"25.72698,-100.3909",23.19
PL/2362/EXP/ES/2015,"Servicio Guajardo, S.A. de C.V.",Resto mercado,25.74483,-100.1751,"25.74483,-100.1751",23.99
PL/2395/EXP/ES/2015,"Servicio Cesar Ivan, S.A. de C.V.",Resto mercado,25.82071,-100.2212,"25.82071,-100.2212",23.99
PL/2459/EXP/ES/2015,Turismo y Combustibles Sa de Cv,Resto mercado,25.66379,-100.3822,"25.66379,-100.3822",
PL/2464/EXP/ES/2015,Servicios de Gasolina Santos S.A. de C.V.,Resto mercado,25.67447,-100.3759,"25.67447,-100.3759",23.99
PL/2473/EXP/ES/2015,"Servicios Chimabel, S.A. de C.V.",Resto mercado,25.67981,-100.3165,"25.67981,-100.3165",23.98
PL/2474/EXP/ES/2015,"Servicios Chimabel, S.A. de C.V.",Resto mercado,25.73617,-100.3035,"25.73617,-100.3035",23.8
PL/2475/EXP/ES/2015,"Servicios Chimabel, S.A. de C.V.",Resto mercado,25.68686,-100.3427,"25.68686,-100.3427",22.99
PL/2476/EXP/ES/2015,"Servicios Chimabel, S.A. de C.V.",Resto mercado,25.70692,-100.1997,"25.70692,-100.1997",23.99
PL/2484/EXP/ES/2015,"Gasolinera Anahuac , S.A. de C.V.",Resto mercado,25.7364,-100.3044,"25.7364,-100.3044",23.79
PL/2545/EXP/ES/2015,"Servicios Chimabel, S.A. de C.V.",Resto mercado,25.69972,-100.3248,"25.69972,-100.3248",23.89
PL/2546/EXP/ES/2015,"Servicios Chimabel, S.A. de C.V.",Resto mercado,25.73454,-100.3738,"25.73454,-100.3738",23.89
PL/2547/EXP/ES/2015,"Servicios Chimabel, S.A. de C.V.",Resto mercado,25.75474,-100.2768,"25.75474,-100.2768",23.89
PL/2548/EXP/ES/2015,"Servicios Chimabel, S.A. de C.V.",Resto mercado,25.6776,-100.3203,"25.6776,-100.3203",23.98
PL/2601/EXP/ES/2015,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.66302,-100.2976,"25.66302,-100.2976",23.99
PL/2602/EXP/ES/2015,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.71178,-100.3499,"25.71178,-100.3499",23.99
PL/2603/EXP/ES/2015,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.76538,-100.3228,"25.76538,-100.3228",23.99
PL/2604/EXP/ES/2015,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.76477,-100.3233,"25.76477,-100.3233",23.99
PL/2623/EXP/ES/2015,"Super Servicio Las Encinas, S.A. de C.V. Es7454",Resto mercado,25.79507,-100.3092,"25.79507,-100.3092",23.79
PL/2643/EXP/ES/2015,Servicio Guajardo Santo Domingo S.A. de C.V.,Resto mercado,25.75115,-100.2539,"25.75115,-100.2539",23.99
PL/2644/EXP/ES/2015,Energeticos Los Andes S.A. de C.V.,Resto mercado,25.70644,-100.2835,"25.70644,-100.2835",23.99
PL/2680/EXP/ES/2015,"Servicio Tunel Loma Larga, S.A. de C.V.",Resto mercado,25.6649,-100.3348,"25.6649,-100.3348",23.69
PL/2681/EXP/ES/2015,Yligarza S.A. de C.V.,Resto mercado,25.72248,-100.2925,"25.72248,-100.2925",23.99
PL/2684/EXP/ES/2015,"Super Servicio la Republica, S.A. de C.V. Es5192",Resto mercado,25.73898,-100.286,"25.73898,-100.286",23.79
PL/2694/EXP/ES/2015,Gabriel Oswaldo Estrada Navarro,Resto mercado,25.7489,-100.2565,"25.7489,-100.2565",23.99
PL/2698/EXP/ES/2015,Segas Combustibles Sa de Cv,Otra cara,25.78493,-100.2529,"25.78493,-100.2529",24.99
PL/2716/EXP/ES/2015,Gensa Auto Servicio Express S.A. de C.V.,Resto mercado,25.78407,-100.1905,"25.78407,-100.1905",23.79
PL/2722/EXP/ES/2015,Gensa Auto Servicio Express S.A. de C.V.,Resto mercado,25.77878,-100.2031,"25.77878,-100.2031",23.99
PL/2728/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.70331,-100.2796,"25.70331,-100.2796",23.99
PL/2729/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.65401,-100.3809,"25.65401,-100.3809",23.99
PL/2730/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.68603,-100.4738,"25.68603,-100.4738",23.89
PL/2731/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.62445,-100.2749,"25.62445,-100.2749",23.99
PL/2752/EXP/ES/2015,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.69521,-100.2978,"25.69521,-100.2978",23.99
PL/2787/EXP/ES/2015,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.77541,-100.3815,"25.77541,-100.3815",23.99
PL/2791/EXP/ES/2015,Gensa Auto Servicio Express S.A. de C.V.,Resto mercado,25.80179,-100.1569,"25.80179,-100.1569",23.99
PL/2795/EXP/ES/2015,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.77799,-100.1839,"25.77799,-100.1839",23.99
PL/2798/EXP/ES/2015,Refinados del Norte S.A. de C.V.,Resto mercado,25.77783,-100.1867,"25.77783,-100.1867",
PL/2814/EXP/ES/2015,"Grupo Cordoba Hernandez, S.A. de C.V.",Resto mercado,25.91336,-100.1833,"25.91336,-100.1833",22.8
PL/2819/EXP/ES/2015,"Auto Servicio Obispado, S.A. de C.V.",Resto mercado,25.67207,-100.3374,"25.67207,-100.3374",22.99
PL/2824/EXP/ES/2015,"Auto Partes Servicio Rogelio, S.A.",Resto mercado,25.67009,-100.3205,"25.67009,-100.3205",23.88
PL/2837/EXP/ES/2015,"Comercializadora 2Gt, S.A. de C.V.",Resto mercado,25.66038,-100.1964,"25.66038,-100.1964",23.88
PL/2844/EXP/ES/2015,"Gasolinera Servicio Modelo, S.A. de C.V.",Resto mercado,25.68155,-100.2947,"25.68155,-100.2947",23.88
PL/2858/EXP/ES/2015,"Grupo Cordoba Hernandez, S.A. de C.V.",Resto mercado,25.62821,-100.1004,"25.62821,-100.1004",22.7
PL/2884/EXP/ES/2015,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.70178,-100.3166,"25.70178,-100.3166",23.99
PL/2894/EXP/ES/2015,Orsan del Norte S.A. de C.V.,Resto mercado,25.77972,-100.1222,"25.77972,-100.1222",23.99
PL/2919/EXP/ES/2015,"Servicio Garza Flores, S.A. de C.V.",Resto mercado,25.58504,-99.98946,"25.58504,-99.98946",23.99
PL/2928/EXP/ES/2015,Srygas Sa de C V,Resto mercado,25.73358,-100.1991,"25.73358,-100.1991",23.19
PL/2932/EXP/ES/2015,Servicio Topo Chico Sa de Cv,Resto mercado,25.7226,-100.3424,"25.7226,-100.3424",23.19
PL/3020/EXP/ES/2015,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.68759,-100.2463,"25.68759,-100.2463",23.99
